5.293654203414916992e-01 -1.773174703121185303e-01 2.793500721454620361e-01 2.271660566329956055e+00 -2.382277548313140869e-01 -2.340896129608154297e+00 1.252883076667785645e-01 -2.924416214227676392e-02 1.765137165784835815e-01 9.845588356256484985e-02 -4.408861696720123291e-02
5.261744260787963867e-01 -1.739717423915863037e-01 2.801743447780609131e-01 2.271553516387939453e+00 -2.281042486429214478e-01 -2.313415527343750000e+00 3.659083694219589233e-02 3.263632953166961670e-02 1.974087357521057129e-01 9.310781210660934448e-02 2.036237418651580811e-01
5.165218114852905273e-01 -1.648363471031188965e-01 2.818965315818786621e-01 2.271224021911621094e+00 -1.977922767400741577e-01 -2.286478042602539062e+00 -5.202201008796691895e-02 8.215247094631195068e-02 2.045002430677413940e-01 9.116290509700775146e-02 4.494427442550659180e-01
5.004137158393859863e-01 -1.510573923587799072e-01 2.838353216648101807e-01 2.270832300186157227e+00 -1.474468708038330078e-01 -2.260548830032348633e+00 -1.405170857906341553e-01 1.216581314802169800e-01 2.046440392732620239e-01 9.095985442399978638e-02 6.933637261390686035e-01
4.778617024421691895e-01 -1.336541473865509033e-01 2.856625914573669434e-01 2.270457029342651367e+00 -7.722364366054534912e-02 -2.236078262329101562e+00 -2.287704795598983765e-01 1.514124423265457153e-01 2.016697078943252563e-01 9.156604111194610596e-02 9.353795647621154785e-01
4.488931894302368164e-01 -1.136875823140144348e-01 2.872441411018371582e-01 2.270132303237915039e+00 1.272148545831441879e-02 -2.213506937026977539e+00 -3.165160119533538818e-01 1.704753637313842773e-01 1.976333707571029663e-01 9.247635304927825928e-02 1.175489544868469238e+00
4.136091768741607666e-01 -9.244360029697418213e-02 2.885485589504241943e-01 2.269869804382324219e+00 1.216771602630615234e-01 -2.183347940444946289e+00 -3.845308721065521240e-01 2.042427361011505127e-01 1.932116001844406128e-01 9.304451942443847656e-02 1.392296552658081055e+00
3.879494667053222656e-01 -3.884219005703926086e-02 2.893683612346649170e-01 2.269433021545410156e+00 2.397159337997436523e-01 -1.943680405616760254e+00 -7.538830488920211792e-02 7.257153987884521484e-01 1.848496496677398682e-01 8.860884606838226318e-02 1.409896612167358398e+00
3.833747208118438721e-01 5.654807388782501221e-02 2.889270186424255371e-01 2.268893718719482422e+00 3.580538928508758545e-01 -1.767453908920288086e+00 1.922547221183776855e-01 1.024650692939758301e+00 1.587020009756088257e-01 8.911411464214324951e-02 1.399322271347045898e+00
3.965257406234741211e-01 1.762031018733978271e-01 2.867890596389770508e-01 2.268457174301147461e+00 4.741671681404113770e-01 -1.638717174530029297e+00 4.098434150218963623e-01 1.199193477630615234e+00 1.350403875112533569e-01 9.146456420421600342e-02 1.355419874191284180e+00
4.235869348049163818e-01 3.001881837844848633e-01 2.777438163757324219e-01 2.268195629119873047e+00 5.855042934417724609e-01 -1.560741186141967773e+00 5.734895467758178711e-01 1.110166907310485840e+00 -4.640259593725204468e-02 9.439620375633239746e-02 1.282450556755065918e+00
4.605496823787689209e-01 4.158113300800323486e-01 2.593431174755096436e-01 2.268111228942871094e+00 6.892050504684448242e-01 -1.516109704971313477e+00 6.815075278282165527e-01 1.040634393692016602e+00 -1.415726840496063232e-01 9.695057570934295654e-02 1.168544769287109375e+00
5.034638643264770508e-01 5.262178182601928711e-01 2.374834716320037842e-01 2.268169879913330078e+00 7.825620770454406738e-01 -1.498111605644226074e+00 7.374811768531799316e-01 1.011017203330993652e+00 -1.489300727844238281e-01 9.885676950216293335e-02 1.029176712036132812e+00
5.487725734710693359e-01 6.349200010299682617e-01 2.172259986400604248e-01 2.268328189849853516e+00 8.641110062599182129e-01 -1.501377820968627930e+00 7.483618855476379395e-01 1.008443355560302734e+00 -9.470593929290771484e-02 1.000839397311210632e-01 8.793427348136901855e-01
