-4.292742609977722168e-01 -5.056316852569580078e-01 1.056936383247375488e+00 7.696862220764160156e-01 -3.222805559635162354e-01 -2.653474330902099609e+00 6.920150667428970337e-02 5.879456875845789909e-04 9.274305403232574463e-02 2.044232562184333801e-02 3.254210809245705605e-03
-4.314309656620025635e-01 -5.021705031394958496e-01 1.057365536689758301e+00 7.695719003677368164e-01 -3.125206530094146729e-01 -2.623523235321044922e+00 -3.833685768768191338e-03 4.314318299293518066e-02 1.012196466326713562e-01 1.633585989475250244e-02 2.565442323684692383e-01
-4.379549920558929443e-01 -4.927197396755218506e-01 1.058262109756469727e+00 7.692201733589172363e-01 -2.832974195480346680e-01 -2.594164609909057617e+00 -7.679919898509979248e-02 7.719545066356658936e-02 1.040965020656585693e-01 1.484248321503400803e-02 5.078982710838317871e-01
-4.488421678543090820e-01 -4.784651398658752441e-01 1.059271574020385742e+00 7.688018679618835449e-01 -2.347602844238281250e-01 -2.565904617309570312e+00 -1.496677249670028687e-01 1.043635085225105286e-01 1.041548401117324829e-01 1.468657702207565308e-02 7.573115825653076172e-01
-4.640846550464630127e-01 -4.604611396789550781e-01 1.060222864151000977e+00 7.684012055397033691e-01 -1.670592874288558960e-01 -2.539234161376953125e+00 -2.223372608423233032e-01 1.248255595564842224e-01 1.029482260346412659e-01 1.515202876180410385e-02 1.004776835441589355e+00
-4.836639165878295898e-01 -4.398053288459777832e-01 1.061046242713928223e+00 7.680545449256896973e-01 -8.034475892782211304e-02 -2.514633893966674805e+00 -2.945885956287384033e-01 1.379351317882537842e-01 1.013107821345329285e-01 1.585100032389163971e-02 1.250293254852294922e+00
-5.075440406799316406e-01 -4.178099036216735840e-01 1.061724901199340820e+00 7.677421569824218750e-01 2.523425780236721039e-02 -2.480359077453613281e+00 -3.515083491802215576e-01 1.617285162210464478e-01 9.950538724660873413e-02 1.565548777580261230e-02 1.485776185989379883e+00
-5.247468948364257812e-01 -3.608155548572540283e-01 1.062144875526428223e+00 7.671166658401489258e-01 1.418791562318801880e-01 -2.203838109970092773e+00 -8.983673900365829468e-02 5.396389961242675781e-01 9.599100053310394287e-02 1.024839840829372406e-02 1.549586892127990723e+00
-5.271251201629638672e-01 -2.665905654430389404e-01 1.062384843826293945e+00 7.620117664337158203e-01 2.640595138072967529e-01 -2.025430679321289062e+00 1.426914185285568237e-01 6.514268517494201660e-01 9.500633180141448975e-02 -8.234126865863800049e-02 1.628797888755798340e+00
-5.167732834815979004e-01 -1.622097790241241455e-01 1.062578558921813965e+00 7.489871978759765625e-01 3.897830247879028320e-01 -1.904058456420898438e+00 3.340860903263092041e-01 6.738724112510681152e-01 9.481564909219741821e-02 -1.680158376693725586e-01 1.641766309738159180e+00
-4.962335824966430664e-01 -4.958000034093856812e-02 1.062748789787292480e+00 7.315252423286437988e-01 5.155495405197143555e-01 -1.786565065383911133e+00 4.831058084964752197e-01 7.593771815299987793e-01 9.447362273931503296e-02 -1.826102733612060547e-01 1.629548549652099609e+00
